"ID","A1","A2","A3","A4","D1","D2","D3","D4","L1","L2","L3","L4","S1","S3","S4","S5","Gene.name"
"ENSRNOG00000039783",21,33,22,37,20,33,33,36,43,51,59,30,37,37,32,35,"AC094217.1"
"ENSRNOG00000028357",6,11,8,5,4,5,20,39,18,7,5,12,9,16,4,4,"Lrrc14b"
"ENSRNOG00000012775",115,142,142,156,10,4,16,18,97,130,90,89,124,133,91,110,"Ccdc127"
"ENSRNOG00000013331",4985,4770,5567,5759,335,269,360,497,4340,5737,4562,4968,5095,4726,4892,5211,"Sdha"
"ENSRNOG00000014485",337,412,429,393,72,86,134,256,377,385,388,421,381,382,344,465,"Pdcd6"
"ENSRNOG00000014721",0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,"Ahrr"
"ENSRNOG00000039776",259,365,336,341,89,95,181,239,354,497,323,312,462,343,354,363,"Exoc3"
"ENSRNOG00000015159",0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,9,"Slc9a3"
"ENSRNOG00000015465",15,3,11,19,45,91,264,506,56,99,107,93,114,93,91,104,"Cep72"
"ENSRNOG00000028261",32,18,34,53,1,4,4,3,2,14,5,4,10,9,4,7,"Tppp"
"ENSRNOG00000039743",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Zdhhc11"
"ENSRNOG00000060926",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"AABR07001001.1"
"ENSRNOG00000015676",156,164,167,186,607,685,691,958,340,403,303,304,432,410,293,344,"Brd9"
"ENSRNOG00000015810",20,10,15,21,38,46,115,181,102,273,165,165,263,160,128,169,"Trip13"
"ENSRNOG00000051415",0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,"RF00412"
"ENSRNOG00000016103",17,10,5,11,38,41,70,97,50,57,37,30,50,114,37,51,"Nkd2"
"ENSRNOG00000016372",915,764,769,915,19,34,37,64,398,600,320,350,534,469,358,352,"Slc12a7"
"ENSRNOG00000056712",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AC142421.1"
"ENSRNOG00000026501",0,0,0,0,0,0,2,0,0,0,0,0,0,2,1,3,"Slc6a19"
"ENSRNOG00000016253",0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,"Slc6a18"
"ENSRNOG00000061518",0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,"AC142421.2"
"ENSRNOG00000025327",156,101,113,152,0,0,6,3,48,108,57,59,76,85,77,62,"Tert"
"ENSRNOG00000016923",2029,2277,2479,1990,221,277,329,501,1316,1335,1148,1330,1227,1220,1117,1337,"Clptm1l"
"ENSRNOG00000017302",0,0,0,1,2,0,1,1,11,5,1,5,6,12,9,5,"Slc6a3"
"ENSRNOG00000017930",35,50,32,27,116,189,426,580,152,316,280,287,381,262,281,312,"Lpcat1"
"ENSRNOG00000053180",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AABR07001003.1"
"ENSRNOG00000047971",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mrpl36"
"ENSRNOG00000049394",0,1,4,1,0,0,0,3,2,1,1,1,1,0,0,0,"LOC679739"
"ENSRNOG00000012720",0,1,0,3,0,0,0,0,1,4,0,0,0,4,1,1,"Irx4"
"ENSRNOG00000060323",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AABR07001006.1"
"ENSRNOG00000057164",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AABR07001010.1"
"ENSRNOG00000012742",7,7,6,6,1,2,2,3,0,1,1,1,0,1,2,1,"Irx2"
"ENSRNOG00000058487",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AABR07001018.5"
"ENSRNOG00000055826",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AABR07001018.3"
"ENSRNOG00000053323",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AABR07001018.1"
"ENSRNOG00000056842",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AABR07001018.4"
"ENSRNOG00000033609",66,469,127,107,2,9,8,4,23,26,22,8,16,17,20,19,"Irx1"
"ENSRNOG00000054020",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AABR07001018.2"
"ENSRNOG00000054169",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AABR07001019.1"
"ENSRNOG00000057928",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AABR07001025.1"
"ENSRNOG00000057721",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AABR07001035.1"
"ENSRNOG00000016812",0,0,1,1,2,0,0,0,49,34,27,80,26,53,34,49,"Adamts16"
"ENSRNOG00000047117",0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,"AABR07001037.1"
"ENSRNOG00000023053",174,182,178,204,29,22,39,59,249,382,295,251,383,301,243,261,"Ice1"
"ENSRNOG00000049434",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"AABR07001048.1"
"ENSRNOG00000052375",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RF00560"
"ENSRNOG00000017095",3,7,2,8,1,3,4,5,2,10,4,4,8,4,7,6,"LOC679881"
"ENSRNOG00000055337",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AABR07001054.1"
"ENSRNOG00000057357",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AABR07001054.2"
"ENSRNOG00000017150",190,222,278,214,119,163,205,317,568,494,395,554,459,467,362,424,"Med10"
"ENSRNOG00000043733",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AABR07001057.1"
"ENSRNOG00000034075",3,5,2,0,3,4,3,1,3,4,0,0,4,4,2,4,"Ube2ql1"
"ENSRNOG00000017254",733,724,831,852,528,738,810,1312,1292,1650,1346,1405,1737,1452,1265,1580,"Nsun2"
"ENSRNOG00000017601",3808,36304,3809,4234,35,101,36,27,542,548,608,566,639,778,662,672,"Srd5a1"
"ENSRNOG00000052644",0,5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,"RF00399"
"ENSRNOG00000017613",185,552,220,199,67,60,131,213,479,584,667,563,493,632,576,596,"Papd7"
"ENSRNOG00000055880",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"AABR07001061.1"
"ENSRNOG00000017678",7,6,7,7,5,7,8,8,11,7,6,3,4,3,5,6,"AABR07001064.1"
"ENSRNOG00000058077",0,0,0,0,0,1,1,0,1,1,1,1,4,2,2,0,"AABR07001068.1"
"ENSRNOG00000032150",0,3,2,3,6,5,4,6,30,15,18,15,11,25,7,9,"Adcy2"
"ENSRNOG00000055957",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RF00026"
"ENSRNOG00000047406",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"RGD1308544"
"ENSRNOG00000027422",116,140,129,179,10,14,24,87,221,268,245,237,203,247,219,261,"Fastkd3"
"ENSRNOG00000017826",281,286,279,330,19,29,25,59,382,383,396,367,388,463,395,421,"Mtrr"
"ENSRNOG00000042308",38,28,35,59,3,5,9,16,79,63,85,65,55,93,83,117,"LOC680200"
"ENSRNOG00000058041",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RF00066"
"ENSRNOG00000051377",55,80,71,52,12,33,32,44,61,36,49,61,45,67,53,40,"AABR07001099.2"
"ENSRNOG00000059310",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RF00026"
"ENSRNOG00000017963",43,44,40,99,4,5,3,1,23,31,26,25,15,32,24,37,"AABR07001099.1"
"ENSRNOG00000049259",56,43,33,56,9,0,2,1,27,40,41,42,28,38,23,31,"LOC102549842"
"ENSRNOG00000016462",45,54,39,48,1,1,7,8,39,49,34,49,34,50,41,31,"LOC102547287"
"ENSRNOG00000056694",11,12,12,19,2,3,6,3,22,29,14,19,17,24,14,28,"AABR07001100.1"
"ENSRNOG00000049256",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rno-mir-29b-2"
"ENSRNOG00000046712",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rno-mir-3556b-1"
"ENSRNOG00000054816",0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,"RF01518"
"ENSRNOG00000049881",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AABR07001160.1"
"ENSRNOG00000047145",69,84,90,97,10,8,10,4,91,96,108,117,100,76,100,115,"LOC102551340"
"ENSRNOG00000046353",19,21,12,22,1,1,1,0,5,10,11,12,6,4,7,3,"LOC501406"
"ENSRNOG00000054466",0,5,0,0,0,0,0,0,3,10,8,4,3,3,0,2,"AABR07001207.1"
"ENSRNOG00000057057",0,0,0,0,1,3,2,0,1,1,3,3,0,4,2,2,"AABR07001210.1"
"ENSRNOG00000053328",0,0,0,0,1,2,2,0,1,0,0,1,1,1,1,0,"AABR07001233.1"
"ENSRNOG00000023081",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AABR07001348.1"
"ENSRNOG00000016368",1,0,1,3,1,3,0,4,2,2,2,3,0,2,2,3,"Ppp1r14c"
"ENSRNOG00000016286",1779,2485,2063,2113,2,5,5,7,163,122,135,171,109,221,191,158,"Iyd"
"ENSRNOG00000053056",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AABR07001358.1"
"ENSRNOG00000016011",31,66,7,37,4,8,6,7,14,47,30,28,53,53,34,53,"Plekhg1"
"ENSRNOG00000019582",14,10,5,20,82,70,167,358,125,375,198,223,432,165,167,237,"Mthfd1l"
"ENSRNOG00000055235",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"RF00003"
"ENSRNOG00000019549",36,38,13,21,9,6,8,2,194,286,61,109,200,353,113,197,"Akap12"
"ENSRNOG00000019544",46,60,40,61,5,10,8,23,83,126,62,70,111,84,54,68,"Zbtb2"
"ENSRNOG00000019501",611,677,694,768,107,134,152,235,686,697,729,694,599,764,650,721,"Rmnd1"
"ENSRNOG00000019489",194,124,178,189,25,21,33,45,151,160,156,130,158,150,119,150,"Armt1"
"ENSRNOG00000054876",0,0,0,1,0,0,0,0,1,2,0,0,2,1,3,0,"RF00045"
"ENSRNOG00000024280",0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"Ccdc170"
"ENSRNOG00000019358",181,163,355,345,4,5,2,3,0,1,0,1,7,2,2,4,"Esr1"
"ENSRNOG00000057689",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AABR07001379.1"
"ENSRNOG00000055223",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RF00604"
"ENSRNOG00000055166",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AABR07001382.2"
"ENSRNOG00000018960",664,305,395,752,197,343,359,391,400,582,373,791,441,504,317,364,"AABR07001382.1"
"ENSRNOG00000052241",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RF00026"
"ENSRNOG00000018858",27,24,9,12,2,5,3,0,25,42,13,12,39,55,24,50,"Myct1"
"ENSRNOG00000053113",37,60,31,29,3,2,6,9,90,82,47,56,39,144,50,89,"AABR07001389.1"
"ENSRNOG00000018808",0,0,0,0,2,0,0,0,1,1,0,0,2,2,0,1,"Vip"
"ENSRNOG00000054156",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AABR07001392.1"
"ENSRNOG00000024077",38,31,15,52,144,126,329,694,212,717,696,373,904,400,550,526,"Fbxo5"
"ENSRNOG00000018773",131,169,144,129,27,30,54,76,229,211,184,196,223,219,211,221,"Mtrf1l"
"ENSRNOG00000059321",0,1,0,0,0,0,0,0,2,4,0,1,0,0,0,0,"RF00494"
"ENSRNOG00000055161",0,3,1,0,1,0,0,0,1,0,0,2,0,1,0,0,"RF00493"
"ENSRNOG00000018690",1,0,2,0,0,1,1,0,0,0,0,0,1,1,1,1,"Rgs17"
"ENSRNOG00000033265",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,"AABR07001408.1"
"ENSRNOG00000059050",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,"AABR07001416.1"
"ENSRNOG00000059359",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AABR07001416.2"
"ENSRNOG00000060413",0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,"AABR07001416.3"
"ENSRNOG00000018191",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,"Oprm1"
"ENSRNOG00000060991",0,0,0,0,3,2,1,1,0,0,0,0,0,0,0,0,"AABR07001432.2"
"ENSRNOG00000059866",0,0,0,0,14,26,14,18,1,0,0,5,0,0,1,0,"AABR07001432.1"
"ENSRNOG00000018163",0,0,0,0,1,3,8,3,0,1,0,4,0,1,0,0,"Ipcef1"
"ENSRNOG00000055098",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"AABR07001433.1"
"ENSRNOG00000018052",177,186,166,118,70,53,76,126,376,514,372,398,403,398,335,331,"Cnksr3"
"ENSRNOG00000004144",6,7,6,7,3,4,0,4,14,8,14,16,7,7,4,14,"AABR07001435.1"
"ENSRNOG00000060056",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RF00026"
"ENSRNOG00000016919",387,410,355,431,106,129,226,362,344,552,440,391,561,522,386,457,"Scaf8"
"ENSRNOG00000057561",4,1,1,1,0,0,0,1,0,0,0,2,0,1,1,1,"AABR07001444.1"
"ENSRNOG00000016728",20,15,11,20,3,3,10,12,41,31,24,24,29,35,15,24,"Tiam2"
"ENSRNOG00000056223",123,77,110,122,24,25,25,32,171,199,165,175,194,190,164,183,"Tfb1m"
"ENSRNOG00000023531",0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,"Cldn20"
"ENSRNOG00000016490",0,0,0,0,1,2,0,1,0,0,0,0,0,1,0,0,"Nox3"
"ENSRNOG00000059546",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"AABR07001448.1"
"ENSRNOG00000054504",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AABR07001452.1"
"ENSRNOG00000053507",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AABR07001455.1"
"ENSRNOG00000053052",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"LOC102548472"
"ENSRNOG00000017030",284,404,314,445,136,229,268,467,279,320,270,223,355,330,285,241,"Arid1b"
"ENSRNOG00000016973",220,355,285,267,34,26,27,21,429,482,445,424,373,448,353,434,"Tmem242"
"ENSRNOG00000029049",99,125,66,73,134,178,339,497,97,193,192,141,254,181,165,169,"Zdhhc14"
"ENSRNOG00000058103",0,0,0,0,15,10,5,5,0,1,0,0,0,1,2,2,"AABR07001477.1"
"ENSRNOG00000046874",381,581,374,397,33,29,35,60,320,495,335,356,473,465,328,389,"Snx9"
"ENSRNOG00000017114",69,165,42,52,44,53,39,40,90,218,131,154,222,166,122,109,"Synj2"
"ENSRNOG00000017889",24,26,22,31,10,2,9,26,14,50,35,27,43,31,28,51,"Serac1"
"ENSRNOG00000018007",259,326,356,282,72,68,90,205,629,525,491,525,508,501,469,556,"Gtf2h5"
"ENSRNOG00000018012",92,60,60,82,8,7,9,18,24,96,44,46,69,59,41,59,"Tulp4"
"ENSRNOG00000018158",112,115,129,129,27,36,47,65,96,101,74,85,85,80,56,60,"Tmem181"
"ENSRNOG00000018207",53,82,70,45,71,61,104,101,346,406,273,332,414,276,263,336,"Dynlt1"
"ENSRNOG00000018321",0,1,6,1,25,21,19,26,45,21,46,63,2,17,11,21,"Sytl3"
"ENSRNOG00000018524",121,107,160,131,290,276,339,433,723,975,686,1060,909,781,621,850,"Ezr"
"ENSRNOG00000058299",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RF00026"
"ENSRNOG00000018762",11,6,17,5,5,2,3,11,20,14,13,12,7,7,11,10,"Rsph3"
"ENSRNOG00000018915",3,3,4,2,87,88,146,127,8,3,5,134,1,4,8,10,"Tagap"
"ENSRNOG00000058258",0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,"AABR07001493.1"
"ENSRNOG00000018935",20,27,20,18,8,7,9,5,13,24,18,19,13,16,20,9,"RGD1560015"
"ENSRNOG00000030210",0,3,1,3,3,2,5,3,18,28,5,26,5,53,12,44,"Fndc1"
"ENSRNOG00000054760",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"RF01295"
"ENSRNOG00000058069",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AABR07001497.1"
"ENSRNOG00000019048",1943,2277,2327,2285,142,136,213,369,1143,1179,1183,1218,1181,1213,1127,1204,"Sod2"
"ENSRNOG00000019091",352,467,396,394,130,167,291,478,600,665,453,521,577,587,475,524,"Wtap"
"ENSRNOG00000019189",430,524,338,403,12,24,25,23,363,1363,322,526,1191,463,353,494,"Acat2"
"ENSRNOG00000013975",104,158,103,84,8,21,32,46,160,232,107,115,230,140,103,148,"Acat2l1"
"ENSRNOG00000014160",1372,1373,1704,1683,267,220,365,739,1857,2545,2009,2035,2388,1744,1752,2119,"Tcp1"
"ENSRNOG00000058152",0,0,0,0,0,0,0,3,2,1,0,0,1,0,0,0,"RF00401"
"ENSRNOG00000051969",0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,"RF00429"
"ENSRNOG00000014582",387,495,587,521,114,85,184,379,680,670,604,647,678,603,630,656,"Mrpl18"
"ENSRNOG00000023140",5,5,11,7,20,28,58,114,26,33,29,35,28,53,26,25,"Pnldc1"
"ENSRNOG00000014965",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mas1l"
"ENSRNOG00000014971",0,0,0,0,0,2,1,0,30,19,16,18,12,21,18,15,"Mas1"
"ENSRNOG00000014997",627,667,652,735,220,241,385,487,3665,6620,4411,4818,5612,4680,4603,5099,"Igf2r"
"ENSRNOG00000051780",0,0,0,0,0,0,0,1,1,3,0,2,0,1,0,0,"RF00561"
"ENSRNOG00000056441",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AC114389.2"
"ENSRNOG00000016337",2228,3275,2477,2109,23,15,18,4,231,99,212,214,130,303,200,236,"Slc22a1"
"ENSRNOG00000016625",0,0,0,0,2,1,2,0,2,4,1,0,3,0,0,1,"Slc22a2"
"ENSRNOG00000053944",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AC114389.1"
"ENSRNOG00000022946",3,4,3,2,1,3,4,0,4,4,9,6,3,1,5,4,"Slc22a3"
"ENSRNOG00000017223",52280,58544,58462,60099,1109,1082,971,994,54531,50852,51622,51977,44763,55426,52170,55341,"Plg"
"ENSRNOG00000017412",33,29,36,25,30,36,63,134,106,189,193,144,194,118,151,179,"AABR07001512.1"
"ENSRNOG00000017419",287,345,274,342,53,64,104,156,184,247,187,208,249,255,169,203,"Map3k4"
"ENSRNOG00000059864",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RF00560"
"ENSRNOG00000055981",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AABR07001516.1"
"ENSRNOG00000017731",12,13,6,6,33,65,42,48,38,39,21,53,39,50,28,34,"Agpat4"
"ENSRNOG00000054620",4,10,8,10,32,23,48,74,14,195,113,83,287,131,174,204,"AC135026.1"
"ENSRNOG00000055141",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AABR07001518.1"
"ENSRNOG00000055547",34,18,30,22,0,0,1,0,7,12,6,7,11,6,9,15,"AABR07001519.1"
"ENSRNOG00000048297",33,18,21,27,9,7,12,7,32,54,37,37,57,31,47,51,"LOC108348175"
"ENSRNOG00000060475",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AABR07001555.1"
"ENSRNOG00000017367",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Pabpc6"
"ENSRNOG00000049044",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AABR07001561.1"
"ENSRNOG00000011243",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,"MGC94891"
"ENSRNOG00000011310",1,2,4,4,9,4,3,3,6,6,2,5,5,9,2,4,"Pde10a"
"ENSRNOG00000012229",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Tbxt"
"ENSRNOG00000024172",0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,"T2"
"ENSRNOG00000024149",1,0,1,0,2,0,2,1,0,0,0,1,1,2,1,0,"Prr18"
"ENSRNOG00000024140",244,282,311,260,92,137,238,342,607,582,425,469,534,538,377,454,"Sft2d1"
"ENSRNOG00000012415",2709,2667,3541,2864,119,94,91,173,1916,1815,1620,1484,1591,1528,1451,1529,"Mpc1"
"ENSRNOG00000012964",0,1,0,0,4,5,5,1,0,0,0,1,0,0,0,0,"Ccr6"
"ENSRNOG00000055093",85,99,94,85,101,187,219,334,173,263,165,156,282,165,144,179,"Fgfr1op"
"ENSRNOG00000013190",786,1258,1105,735,162,145,175,170,1876,1253,1312,1445,928,1292,1146,1189,"Rnaset2"
"ENSRNOG00000057484",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"AABR07001573.1"
"ENSRNOG00000052521",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RF00565"
"ENSRNOG00000013194",15,24,14,9,22,27,46,32,55,49,23,64,54,57,39,65,"Rps6ka2"
"ENSRNOG00000060227",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RF00026"
"ENSRNOG00000039255",2,5,8,3,0,1,0,0,8,5,3,3,2,6,4,5,"Gpr31"
"ENSRNOG00000013374",0,0,0,0,0,1,0,0,0,1,2,0,0,1,0,0,"Tcp10b"
"ENSRNOG00000033901",0,0,0,0,0,0,0,0,12,7,3,3,3,4,3,3,"Ttll2"
"ENSRNOG00000047027",6,7,4,4,9,8,8,3,273,483,455,508,447,434,459,472,"Unc93a"
"ENSRNOG00000053284",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"RF00003"
"ENSRNOG00000023753",532,303,444,543,29,39,32,30,225,527,318,327,424,396,339,319,"Afdn"
"ENSRNOG00000051938",1,7,4,2,0,1,0,3,3,3,1,6,2,3,3,0,"AABR07001591.1"
"ENSRNOG00000058564",1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"AABR07001592.2"
"ENSRNOG00000056439",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RF00026"
"ENSRNOG00000054756",0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,"AABR07001592.1"
"ENSRNOG00000052956",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RF00026"
"ENSRNOG00000059551",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RGD1560718"
"ENSRNOG00000051553",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LOC103690980"
"ENSRNOG00000059913",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AABR07001599.1"
"ENSRNOG00000055136",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AABR07001610.1"
"ENSRNOG00000053004",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LOC102551080"
"ENSRNOG00000061719",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AABR07001623.1"
"ENSRNOG00000060438",29,66,37,34,1,1,1,1,19,10,24,16,11,17,20,7,"AABR07001634.1"
"ENSRNOG00000055577",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AABR07001640.1"
"ENSRNOG00000046250",1,0,0,3,0,0,0,2,0,0,1,0,0,0,0,0,"LOC100911027"
"ENSRNOG00000052093",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,"Smok2a"
"ENSRNOG00000054056",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AABR07001662.1"
"ENSRNOG00000030145",0,1,1,0,27,15,20,11,1,0,1,0,3,2,0,0,"RGD1561667"
"ENSRNOG00000055830",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"AABR07001700.1"
"ENSRNOG00000052700",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,"AABR07001699.1"
"ENSRNOG00000059261",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AABR07001700.2"
"ENSRNOG00000057320",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RF00019"
"ENSRNOG00000054834",0,1,0,0,3,2,2,1,0,0,0,0,0,0,0,0,"AABR07001734.1"
"ENSRNOG00000013671",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Vom2r9"
"ENSRNOG00000022921",115,179,133,119,6,3,2,0,79,61,43,64,51,59,42,46,"Dact2"
"ENSRNOG00000014166",1,3,1,5,4,3,1,5,36,57,31,65,67,133,19,82,"Smoc2"
"ENSRNOG00000061057",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AABR07001762.1"
"ENSRNOG00000010529",14,31,6,11,9,5,6,3,68,88,24,71,77,109,26,115,"Thbs2"
"ENSRNOG00000058989",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AABR07001764.1"
"ENSRNOG00000061383",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RF00066"
"ENSRNOG00000015609",7,11,11,13,7,4,2,4,8,17,11,7,9,16,6,13,"Wdr27"
"ENSRNOG00000059948",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,"RF00105"
"ENSRNOG00000055517",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RF00105"
"ENSRNOG00000053938",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RF00105"
"ENSRNOG00000058803",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RF00105"
"ENSRNOG00000060933",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RF00105"
"ENSRNOG00000051787",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RF00105"
"ENSRNOG00000015597",491,490,535,476,16,30,32,57,371,261,260,290,180,275,232,314,"LOC100125364"
"ENSRNOG00000061312",389,477,494,464,94,130,182,313,478,732,582,611,676,550,496,606,"Phf10"
"ENSRNOG00000015293",0,0,2,0,1,2,1,0,3,3,5,6,3,2,1,1,"Tcte3"
"ENSRNOG00000015230",100,170,128,104,89,130,208,352,213,204,174,239,181,234,187,189,"Ermard"
"ENSRNOG00000059984",104,173,249,117,4,6,8,12,98,113,57,94,100,130,75,78,"Dll1"
"ENSRNOG00000058790",331,363,355,351,18,29,42,57,231,248,222,273,216,236,221,244,"Fam120b"
"ENSRNOG00000001488",1573,1792,1739,1542,640,904,1404,1891,2064,2148,1976,1849,2126,1986,1724,2009,"Psmb1"
"ENSRNOG00000001489",67,80,100,102,19,26,31,74,126,175,137,128,166,132,111,136,"Tbp"
"ENSRNOG00000001490",148,253,270,165,55,96,115,203,279,371,249,318,307,277,188,289,"Pdcd2"
"ENSRNOG00000021493",58,67,52,51,1,5,7,6,59,62,44,46,17,57,42,38,"Prdm9"
"ENSRNOG00000056729",0,0,1,0,0,0,0,2,1,0,0,0,0,0,3,0,"AABR07001780.1"
"ENSRNOG00000014434",261,233,225,367,81,81,173,294,227,608,291,353,579,380,303,346,"Chd1"
"ENSRNOG00000048190",11,13,12,13,2,3,1,2,22,4,6,10,5,11,5,13,"Rgmb"
"ENSRNOG00000052286",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AABR07001799.1"
"ENSRNOG00000061593",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RF00272"
"ENSRNOG00000056478",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,"AABR07001807.1"
"ENSRNOG00000057242",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,"RF00026"
