"","A1","A2","A3","A4","D1","D2","D3","D4","L1","L2","L3","L4","S1","S3","S4","S5"
"ENSRNOG00000011134",2.32445993931001,4.12321880004127,1.05435721485726,2.09641129189515,1.28987048405978,0.71205847222331,1.46787747927856,1.03529697094521,6.3056864883195,11.3382266250894,4.13209467018401,4.40858272492886,9.85046767315287,9.07539157333567,5.79132256415796,5.88064093036705
"ENSRNOG00000011245",8.92292686380295,8.24643760008255,7.77588445957232,9.06190687464356,14.1885753246576,5.69646777778648,5.38221742402137,5.52158384504112,16.6613667374296,16.8088106776617,18.8593038793014,16.3317950946228,15.8076552659644,14.7878207870089,18.4984963457084,19.025603010011
"ENSRNOG00000011720",7.27331013267971,6.08665632387045,6.98511654842937,9.53529006958762,2.06379277449565,5.22176212963761,1.95716997237141,1.38039596126028,4.10125950459805,6.79411245238821,4.44994810635201,5.05985062747517,6.3324435041697,6.03490505638057,5.0603789395555,4.39812641010645
"ENSRNOG00000033517",7.87317076217907,7.26471883816796,8.69844702257242,9.12953304534985,17.2842644864011,16.6146976852106,12.3954098250189,8.62747475787675,9.17656814153813,7.27940619898736,10.171309957376,8.56667779503222,7.6927461828432,8.66077977556906,9.44604068717027,9.09275572426502
"ENSRNOG00000047821",82.705784292224,90.3835740136032,101.415984604083,85.6147321141697,5.67543012986304,6.17117342593535,3.42504745164996,1.49542895803197,51.2144780636681,25.8529214097369,41.9566535741761,37.9238309405812,25.2359600388393,43.4421028104342,43.8566174761477,37.7052859652946
"ENSRNOG00000012346",8.32306623430359,8.05009384769963,5.46947805207205,6.28923387568545,21.9277982290163,18.0388146296572,10.4382398526475,10.4680027062238,15.6360518612801,24.8382163032114,15.7867206630107,18.9869642357732,23.6880294044867,20.5002500006821,17.8800055864294,17.0983341336723
"ENSRNOG00000013202",1.87456446718549,2.02888544129015,1.84512512600021,2.97555151107699,1.54784458087174,0,0.163097497697617,0.80523097740183,1.58923805803174,3.22058577288532,1.69521832622934,2.10409630053423,2.81441933518654,2.30339887648113,2.75509520042466,2.86619473917049
"ENSRNOG00000055111",9.59777007198972,2.68336461589988,3.95383955571474,7.57413111910506,38.4381404249815,37.501746203761,75.024848940904,117.908821690982,14.8670657041679,32.7793867021067,35.4936337054267,27.4534469688752,42.6853599169958,25.3834556188221,32.4426516458169,35.7780170889558
"ENSRNOG00000013304",882.84488146568,661.612997612972,904.638490347532,964.213941930357,36.1163735536739,30.1438086574535,15.4942622812736,9.77780472559365,187.017433409671,144.529301259895,162.264179163764,164.470194158426,127.962265773148,170.95826461243,166.711372842023,174.047204678595
"ENSRNOG00000013422",20.3952614029782,17.5400418795407,18.7148405637164,20.7612344068326,10.5769379692902,10.6808770833497,17.7776272490403,23.8118303317398,25.6841376475453,25.9852742497185,26.540761920028,24.0969123942134,24.9076111164008,28.1475342705995,28.2256691961873,25.449832597807
"ENSRNOG00000013791",92.4535195215885,137.96421000773,81.6467868255093,107.728489935128,5.15948193623912,4.03499800926542,3.26194995395235,2.87582491929225,45.4214490134234,67.8087716839005,44.1816276273521,49.1957754077289,61.025992584628,42.5207432598417,44.6437875334119,49.6642364287301
"ENSRNOG00000013994",63.3602789908697,56.6778965212023,57.0011869282208,68.6405632668896,3.09568916174347,1.89882259259549,1.79407247467379,1.49542895803197,7.43353285208396,8.64705221213044,7.99931147689468,7.1138493970443,8.58397897231893,8.06189606768397,8.04037987062707,7.3137382999523
"ENSRNOG00000015036",4.9488501933697,2.6179166984389,1.71333047414305,2.56979448683922,5.15948193623912,8.54470166667972,6.85009490329993,4.25622088055253,8.25378475300357,5.16176075928195,2.96663207090134,8.56667779503222,5.20667577009509,7.87762415756548,3.0362273637333,5.0899665195614
"ENSRNOG00000015670",4.87386761468228,6.15210424133143,4.41512083721479,5.88347685144768,5.67543012986304,4.5097036574143,4.07743744244043,1.95556094511873,3.58860206652329,8.77940505211203,7.73443361342134,8.36628767117182,10.46025852911,5.98883707885095,8.04037987062707,7.36315545062765
"ENSRNOG00000016073",0,0,0,0,0.515948193623912,0,0,0.23006599354338,1.12784636376446,0.838234653216727,2.17199848048134,0.951853088336913,0.844325800555961,0.644951685414717,1.57434011452838,1.33426306823454
"ENSRNOG00000016219",21.6699652406643,1.89798960636821,11.0048534300727,9.67054241100021,1.54784458087174,4.27235083333986,1.95716997237141,0.92026397417352,32.656278805362,14.5146947846475,37.4537298951294,30.6596889506416,15.3854923656864,30.7273410122583,36.5471812301231,35.8768513903065
"ENSRNOG00000039865",1.49965157374839,1.24351043175848,1.05435721485726,0.541009365650362,1.54784458087174,4.03499800926542,2.12026747006902,2.07059394189042,1.99936400849155,0.485293746599158,1.05951145389333,1.30253580509262,0.42216290027798,0.921359550592453,0.899622922587645,0.88950871215636
"ENSRNOG00000016371",7.04836239661745,4.58135422226808,7.11691120028653,8.92665453323097,4.38555964580326,2.84823388889324,3.09885245625473,5.86668283535619,6.97214115781668,8.51469937214885,7.89336033150534,5.86141112291678,9.56902573963422,6.63378876426566,8.94000279321472,7.36315545062765
"ENSRNOG00000016411",140.667317617599,162.310835303212,166.390747969662,130.450883292443,529.878794851758,668.148199769539,712.409869943192,1125.36780741744,729.101408429918,583.190730572206,848.350821132393,688.690758177239,629.960861192586,613.671528672104,730.887398169799,755.094062319399
"ENSRNOG00000057952",0.0749825786874197,0.26179166984389,0,0.13525234141259,0.515948193623912,0.474705648148873,0.326194995395235,0.80523097740183,0.717720413304658,0.529411359926354,0.317853436168,0.400780247720806,0.375255911358205,0.69101966294434,0.562264326617278,0.345920054727473
"ENSRNOG00000054517",0,0.130895834921945,0,0.0676261707062952,2.06379277449565,2.13617541666993,3.91433994474281,5.06145185795436,1.84556677706912,0.661764199907942,0.476780154252001,0.851658026406712,0.703604833796634,1.24383539329981,0.674717191940733,0.691840109454947
"ENSRNOG00000016700",1.57463415243581,3.53418754289252,1.12025454078584,2.02878512118886,1.28987048405978,0.949411296297747,1.79407247467379,0.57516498385845,13.1240304147138,4.94117269264597,2.17199848048134,3.10604691983624,4.40925695845891,7.78548820250623,2.86754806574812,5.28763512226281
"ENSRNOG00000011114",5.84864113761874,6.47934382863629,8.89613900035816,7.43887877769247,33.5366325855543,42.2488026852497,37.1862294750567,38.7661199120595,10.56074322434,9.44116925201997,9.85345652120801,9.66882347626443,9.42830477287489,9.30573146098378,8.65887062990608,8.94450427223896
"ENSRNOG00000011161",0.674843208186778,1.11261459683653,0.329486629642895,0.541009365650362,0.515948193623912,2.37352824074437,0.978584986185704,0.80523097740183,0.666454669497183,0.57352897325355,0.476780154252001,0.551072840616108,0.42216290027798,0.414611797766604,0.337358595970367,0.642422958779594
"ENSRNOG00000011815",146.141045861781,54.7799069148341,131.465165227515,79.5960029213094,41.7918036835369,74.0540811112242,82.5273338349943,74.0812499209684,15.1746601670128,17.5588101042241,18.912279451996,16.1314049707624,26.549355728593,26.9497668548293,24.2335924772047,24.757992488352
"ENSRNOG00000013323",10.7974913309884,12.6968959874287,12.7181839042157,15.8921501159794,2.32176687130761,0.949411296297747,1.14168248388332,1.03529697094521,6.40821797593445,5.38234882591793,6.19814200527601,6.51267902546309,5.34739673685442,7.69335224744699,6.74717191940733,6.17714383441917
"ENSRNOG00000021478",0.824808365561617,0.523583339687781,1.252049192643,0.811514048475542,1.28987048405978,1.42411694444662,2.44646246546426,2.99085791606394,0.615188925689707,0.485293746599158,0.476780154252001,0.601170371581208,0.656697844876858,0.368543820236981,0.449811461293822,0.247085753376767
"ENSRNOG00000021442",3.97407667043325,5.82486465402656,4.87640211871484,4.53095343732178,6.19137832348695,4.27235083333986,4.24053494013805,4.71635286763929,3.94746227317562,4.41176133271961,5.40350841485601,4.40858272492886,4.87832684765666,4.33038988778453,5.39773753552587,5.8312237796917
"ENSRNOG00000014004",4.49895472124518,1.76709377144626,2.8335850149289,4.46332726661548,24.2495651003239,22.0738126389226,27.0741846178045,23.1216323511097,5.94682628166717,13.1911663848316,9.32370079426135,10.1697987859154,12.9463289418581,8.9371876407468,11.1328336670221,11.1682760526299
"ENSRNOG00000014190",15.2964460522336,16.4274272827041,19.3079164970736,16.7036641644549,3.09568916174347,3.08558671296768,4.07743744244043,4.14118788378084,8.92023942250075,6.22058347913466,9.00584735809334,6.71306914932349,7.45821123824432,7.9236921350951,8.26528560127398,7.11606969725088
"ENSRNOG00000014240",4.64891987862002,5.36672923179975,4.74460746685769,3.98994407167142,6.44935242029891,5.45911495371204,8.80726487567133,9.08760674496351,9.74049132342036,8.0294056255497,8.42311605845201,7.3643370518698,7.03604833796634,8.20010000027284,7.25320981336288,7.61024120400442
"ENSRNOG00000042944",4.34898956387034,0.523583339687781,1.77922780007163,2.90792534037069,16.7683162927772,16.1399920370617,23.8122346638521,23.5817643381965,8.86897367869328,14.2941067180115,18.117645861576,11.3721395290779,21.0143310360595,12.945101685824,18.4984963457084,15.2204824080088
"ENSRNOG00000011568",2.09951220324775,1.76709377144626,0.527178607428632,1.28489724341961,0.773922290435869,0.949411296297747,0.652389990790469,0.11503299677169,5.02404289313261,2.2941158930142,1.37736489006134,1.20234074316242,2.53297740166788,1.84271910118491,0.899622922587645,1.43309736958525
"ENSRNOG00000011588",11.4723345391752,13.8749585017262,13.5089518153587,14.1338696776157,9.28706748523042,10.4435242592752,10.7644348480427,15.8745535544932,11.0221349186073,9.74999254531035,10.2772611027653,13.7267234844376,9.89737466207265,8.9371876407468,11.8637772916246,9.43867577899249
"ENSRNOG00000011622",22.9446690783504,32.0694795558766,25.1727785047172,23.8720382593222,15.2204717119054,10.4435242592752,5.54531492171899,5.29151785149774,44.2423369058514,32.4264457954892,41.003093265672,38.4248062502322,26.6900766953523,41.9679275294863,42.2260509289576,38.594794677451
"ENSRNOG00000023407",0.974773522936456,0.523583339687781,0.329486629642895,0.743887877769247,0.257974096811956,0.474705648148873,0.652389990790469,0.34509899031507,0.82025190091961,0.308823293290373,0.105951145389333,0.75146296447651,0.750511822716409,0.552815730355472,0.449811461293822,0.29650290405212
"ENSRNOG00000039783",1.57463415243581,2.1597812762121,1.44974117042874,2.50216831613292,5.15948193623912,7.83264319445641,5.38221742402137,4.14118788378084,2.20442698372145,2.249998279687,3.12555878898534,1.50292592895302,1.7355585900317,1.70451516859604,1.79924584517529,1.72960027363737
"ENSRNOG00000028357",0.449895472124518,0.719927092070699,0.527178607428632,0.338130853531476,1.03189638724782,1.18676412037218,3.26194995395235,4.48628687409591,0.922783388534561,0.308823293290373,0.264877863473334,0.601170371581208,0.42216290027798,0.737087640473963,0.224905730646911,0.197668602701413
"ENSRNOG00000012775",8.62299654905327,9.29360427945811,9.35742028185821,10.5496826301821,2.57974096811956,0.949411296297747,2.60955996316188,2.07059394189042,4.97277714932513,5.7352897325355,4.76780154252001,4.45868025589396,5.81646662605217,6.12704101143982,5.11660537221723,5.43588657428887
"ENSRNOG00000013331",373.788154756787,312.186566288839,366.850413444399,389.459117097554,86.4213224320053,63.8479096760235,58.7150991711422,57.17139939553,222.493328124444,253.102747658124,241.67456263307,248.88453383462,238.991108546257,217.717261804997,275.059708581172,257.512772169266
"ENSRNOG00000014485",25.2691290176604,26.9645419939207,28.2699528233604,26.577085087574,18.5741349704608,20.4123428704016,21.8550646914807,29.4484471735527,19.3271854154183,16.9852811309705,20.5545222055307,21.0910605363074,17.8715627784345,17.5979674163159,19.3418928356344,22.9789750640393
"ENSRNOG00000039776",19.4204878800417,23.888489873255,22.1415015120025,23.0605242108467,22.9596946162641,22.5485182870715,29.5206470832687,27.4928862284339,18.1480733078464,21.9264538236165,17.1111099803774,15.6304296611114,21.6710288809363,15.8013162926606,19.9041571622516,17.9384256951533
"ENSRNOG00000015465",1.1247386803113,0.196343752382918,0.724870585214369,1.28489724341961,11.608834356538,21.5991069907737,43.057739392171,58.2066963664752,2.87088165321863,4.36764371939242,5.66838627832934,4.65907037975436,5.34739673685442,4.28432191025491,5.11660537221723,5.13938367023675
"ENSRNOG00000028261",2.39944251799743,1.17806251429751,2.24050908157168,3.58418704743365,0.257974096811956,0.949411296297747,0.652389990790469,0.34509899031507,0.102531487614951,0.617646586580746,0.264877863473334,0.200390123860403,0.469069889197756,0.414611797766604,0.224905730646911,0.345920054727473
"ENSRNOG00000015676",11.6972822752375,10.7334584635995,11.0048534300727,12.5784677513709,156.590276764857,162.586684490989,112.700370909054,110.201610907279,17.4303528945417,17.77939817086,16.051598526484,15.2296494133906,20.2638192133431,18.8878707871453,16.4743447698862,16.9994998323216
"ENSRNOG00000015810",1.49965157374839,0.654479174609726,0.988459888928684,1.4201495848322,9.80301567885434,10.9182299074241,18.756212235226,20.8209724156759,5.22910586836251,12.0441084383245,8.74096949462001,8.26609260924161,12.336538085901,7.37087640473963,7.19698338070116,8.35149846413472
"ENSRNOG00000016103",1.27470383768614,0.654479174609726,0.329486629642895,0.743887877769247,9.80301567885434,9.7314657870519,11.4168248388332,11.1582006868539,2.56328719037378,2.51470395965018,1.96009618970267,1.50292592895302,2.34534944598878,5.25174943837698,2.08037800848393,2.52027468444302
"ENSRNOG00000016372",68.6090594989891,50.0022089401831,50.6750436390772,61.8779461962601,4.90150783942717,8.06999601853085,6.03460741481184,7.36211179338816,20.4037660353753,26.4705679963177,16.9521832622934,17.5341358377852,25.0483320831602,21.605881461393,20.1290628928985,17.3948370377244
