"","logFC","logCPM","LR","PValue","FDR","ENSEMBL"
"150"," 1.424661e+00"," 2.483997e+00","1.587097e+01","6.781080e-05","8.457815e-03","ENSRNOG00000016917"
"151"," 1.918338e+00"," 1.288226e+00","1.577376e+01","7.138578e-05","8.718636e-03","ENSRNOG00000014661"
"152"," 9.729882e-01"," 3.978198e+00","1.576482e+01","7.172396e-05","8.718636e-03","ENSRNOG00000002053"
"153"," 3.161085e+00"," 7.162648e-01","1.575564e+01","7.207282e-05","8.718636e-03","ENSRNOG00000051943"
"154"," 2.012234e+00"," 1.591965e+00","1.575197e+01","7.221264e-05","8.718636e-03","ENSRNOG00000031849"
"155"," 2.567203e+00"," 1.496953e+00","1.575146e+01","7.223200e-05","8.718636e-03","ENSRNOG00000010885"
"156"," 1.610366e+00"," 2.249419e+00","1.571386e+01","7.368221e-05","8.804004e-03","ENSRNOG00000015675"
"157"," 1.384473e+00"," 2.710368e+00","1.570019e+01","7.421656e-05","8.804004e-03","ENSRNOG00000052080"
"158"," 1.674941e+00"," 1.996419e+00","1.569434e+01","7.444672e-05","8.804004e-03","ENSRNOG00000028541"
"159"," 1.535320e+00"," 2.427660e+00","1.566828e+01","7.547966e-05","8.804004e-03","ENSRNOG00000025860"
"160"," 3.092728e+00","-4.829227e-02","1.565708e+01","7.592795e-05","8.804004e-03","ENSRNOG00000036981"
"161"," 2.618608e+00"," 1.250381e+00","1.562131e+01","7.737751e-05","8.804004e-03","ENSRNOG00000022673"
"162"," 1.259393e+00"," 2.894525e+00","1.562104e+01","7.738876e-05","8.804004e-03","ENSRNOG00000008683"
"163","-8.524906e-01"," 6.191326e+00","1.561069e+01","7.781340e-05","8.804004e-03","ENSRNOG00000059330"
"164"," 1.410209e+00"," 2.624695e+00","1.561022e+01","7.783285e-05","8.804004e-03","ENSRNOG00000057072"
"165"," 1.280398e+00"," 2.916088e+00","1.560900e+01","7.788309e-05","8.804004e-03","ENSRNOG00000011000"
"166"," 1.190614e+00"," 2.811565e+00","1.560336e+01","7.811560e-05","8.804004e-03","ENSRNOG00000007100"
"167","-7.272714e-01"," 6.474390e+00","1.558596e+01","7.883773e-05","8.826043e-03","ENSRNOG00000020636"
"168","-9.746137e-01"," 4.144136e+00","1.556203e+01","7.984208e-05","8.826043e-03","ENSRNOG00000014659"
