"","X242.Adult","X242.Fetal","X243.Adult","X243.Fetal","X248.Adult","X248.Fetal","X249.Adult","X249.Fetal"
"ENSRNOG00000047476",11.2004192847234,7.0580529003582,7.39860832739113,7.86125050415479,3.6285750429211,10.6161650007661,11.8683654732111,10.65883944752
"ENSRNOG00000047478",1.88418268341141,1.10079724134027,0.348990958839204,1.36060104879602,0,1.54819072927839,1.86903393278914,2.86105690433431
"ENSRNOG00000047481",0.523384078725392,2.97862782950896,1.60535841066034,1.9653126260387,2.10075397221748,2.43287114600889,1.9624856294286,3.42204845420379
"ENSRNOG00000047493",139.95290265117,71.2280567926057,188.45511777317,132.053890680369,116.496356641151,76.8566112034627,65.2292842543411,51.7795200529524
"ENSRNOG00000047499",76.6234291253974,79.5164124921089,79.3605440400351,87.3808229115667,65.5053284064178,69.6685828175273,90.6481457402735,69.7312496487755
"ENSRNOG00000047503",386.88551099381,260.370923966425,434.005156412435,349.901236382043,392.650015170831,184.234696784128,358.013449825761,207.959567536614
"ENSRNOG00000047505",1.25612178894094,4.72695285987292,0.628183725910568,1.05824526017468,0,1.76936083346101,0.934516966394572,2.35616450945179
"ENSRNOG00000047506",20.8306863332706,18.9725642183941,14.5878220794787,19.1240036302996,21.6759614406076,12.2749407821358,26.0730233624086,18.5127211456926
"ENSRNOG00000047508",7.01334665492026,9.51865849864821,6.35163545087352,4.61092577647541,4.20150794443496,3.42813661483071,6.44816706812255,7.3489893032901
"ENSRNOG00000047511",0.523384078725392,2.00733614597343,0.348990958839204,1.20942315448535,2.0052651552985,2.65404125019152,1.77558223614969,3.42204845420379
"ENSRNOG00000047513",102.897309877412,99.3955156151361,129.685040304648,116.33138967206,96.8256603558421,124.297598550636,115.786652136287,118.874109417341
"ENSRNOG00000047514",0.942091341705706,1.23030279914501,0.0697981917678409,0.151177894310669,0,1.10585052091313,0,0.673189859843368
"ENSRNOG00000047517",1.4654754204311,2.26634726158291,1.5355602188925,1.36060104879602,4.10601912751599,0.884680416730506,1.58867884287077,0.84148732480421
"ENSRNOG00000047518",1.25612178894094,1.94258336707106,0.628183725910568,0.982656313019349,1.24135461994669,1.43760567718707,0.186903393278914,3.14155267926905
"ENSRNOG00000047520",31.0890142762883,23.6347642993646,60.6546286462537,61.0758693015103,16.7105429608209,12.3855258342271,10.5600417202587,17.2224405809928
"ENSRNOG00000047526",17.8997354924084,26.4191337921665,20.171677420906,18.292525211591,12.031590931791,16.1454176053317,25.9795716657691,18.2322253707579
"ENSRNOG00000047531",7.95543799662596,11.0727251923051,4.18789150607045,7.40771682122278,5.34737374746268,10.7267500528574,6.35471537148309,9.42465803780715
"ENSRNOG00000047534",0.732737710215549,2.13684170377817,0.697981917678409,1.05824526017468,0,2.98579640646546,0.467258483197286,2.52446197441263
"ENSRNOG00000047545",1.25612178894094,3.1081333873137,0.279192767071364,0.529122630087342,2.96015332448827,1.10585052091313,1.3083237529524,2.07566873451705
"ENSRNOG00000047549",1.4654754204311,4.79170563877529,1.1865692600533,1.9653126260387,1.81428752146055,1.6587757813697,1.68213053951023,5.66601465368168
"ENSRNOG00000047553",0.837414525960627,0.971291683535532,1.46576202712466,1.28501210164069,0,1.87994588555233,0.280355089918372,2.86105690433431
"ENSRNOG00000047563",7.22270028641041,6.92854734255346,7.60800290269466,9.22185155295081,6.4932395504904,3.20696651064808,6.72852215804092,3.02935436929515
"ENSRNOG00000047568",1.57015223617618,2.39585281938764,1.39596383535682,2.64561315043671,0.763910535351811,3.75989177110465,1.77558223614969,5.60991549869473
"ENSRNOG00000047574",4.71045670852853,12.5620391070595,5.16506619082023,8.3147841870868,8.02106062119402,11.7220155216792,7.38268403451712,13.856491281776
"ENSRNOG00000047575",13.39863241537,9.3244001619411,11.1677106828545,12.0186425976982,14.9917442562793,11.1690902612226,18.3165325413336,14.866276071541
"ENSRNOG00000047578",7.64140754939073,11.0727251923051,5.23486438258807,7.18094997975678,3.15113095832622,6.74568817757011,7.47613573115658,9.3685588828202
"ENSRNOG00000047581",5.65254805023424,12.8858030015714,5.09526799905238,9.67538523588282,15.2782107070362,11.1690902612226,5.32674670844906,10.7710377574939
"ENSRNOG00000047587",1.15144497319586,2.65486393499712,0.279192767071364,1.81413473172803,0,1.87994588555233,0.373806786557829,1.68297464960842
"ENSRNOG00000047594",1.57015223617618,1.35980835694974,2.09394575303523,2.57002420328137,1.43233225378465,1.54819072927839,2.71009920254426,1.73907380459537
"ENSRNOG00000047598",54.3272673716957,39.2401840148355,52.7674329764877,52.0807845900255,47.1714755579743,40.9164692737859,45.4175245667762,37.1376406013591
"ENSRNOG00000047605",242.850212528582,149.773177601179,266.838487128456,215.277321498393,175.221979046322,179.700709648384,189.706944178098,136.601442393217
"ENSRNOG00000047606",1.36079860468602,1.74832503036396,1.11677106828545,1.05824526017468,0.286466450756929,2.32228609391758,0.467258483197286,1.34637971968674
"ENSRNOG00000047611",47.8373047955008,34.9017478283768,53.1862221270948,44.748656715958,50.2271176993816,38.7047682319596,43.4550389373476,37.0254422913852
"ENSRNOG00000047613",232.173177322584,189.013361616014,596.634943231504,612.194883011054,38.1000379506716,31.9590800543895,136.813283880165,192.924994000112
"ENSRNOG00000047616",0.523384078725392,1.29505557804738,0.348990958839204,0.680300524398011,3.91504149367803,1.6587757813697,1.02796866303403,1.68297464960842
"ENSRNOG00000047620",9.00220615407675,8.87113070962452,8.72477397098011,5.36681524802875,14.8962554393603,7.96212375057455,10.3731383269797,7.79778254318568
"ENSRNOG00000047625",21.6681008592312,12.6915446648643,25.3367436117262,20.4846046790957,21.3894949898507,19.4629691680711,27.381347115361,19.0176135405751
"ENSRNOG00000047628",117.238033634488,95.8988655544082,114.678429074563,101.969489712546,110.671538809094,85.4822452665851,161.577983489621,97.0515381274188
"ENSRNOG00000047631",0.418707262980314,1.35980835694974,0.977174684749772,0.453533682932007,1.6233098876226,0,0.467258483197286,1.23418140971284
"ENSRNOG00000047632",1.04676815745078,1.94258336707106,0.279192767071364,1.05824526017468,1.05037698610874,1.99053093764364,0.0934516966394572,1.68297464960842
"ENSRNOG00000047633",1.04676815745078,3.36714450292318,0.488587342374886,1.51177894310669,0.572932901513858,1.10585052091313,0.280355089918372,2.58056112939958
"ENSRNOG00000047635",3.8730421825679,10.1661862876719,3.97849693076693,8.3147841870868,8.11654943811299,7.63036859430061,4.29877804541503,10.7149386025069
"ENSRNOG00000047637",0.523384078725392,1.74832503036396,0.907376492981931,0.755889471553345,0.381955267675906,3.64930671901334,0.6541618764762,1.12198309973895
"ENSRNOG00000047643",1.04676815745078,0.647527789023688,0,0.907067365864014,3.53308622600213,0.442340208365253,0.467258483197286,2.69275943937347
"ENSRNOG00000047646",1.36079860468602,1.61881947255922,1.25636745182114,1.13383420733002,0.0954888169189764,2.43287114600889,0.467258483197286,1.23418140971284
"ENSRNOG00000047647",3.34965810384251,10.360444624379,1.46576202712466,5.21563735371808,0,5.97159281293091,2.05593732606806,6.78799775342062
"ENSRNOG00000047653",0.628060894470471,2.59011115609475,0.76778010944625,1.36060104879602,1.33684343686567,0.663510312547879,1.12142035967349,1.57077633963452
"ENSRNOG00000047656",87.4051411471405,65.7240705859043,96.8798901737631,79.7463392488779,96.4437050881662,82.0541086517544,107.002192652178,52.9015031526913
"ENSRNOG00000047664",0.732737710215549,1.10079724134027,0.628183725910568,1.43618999595136,0,0.663510312547879,0.934516966394572,2.0195695795301
"ENSRNOG00000047669",0.628060894470471,0.712280567926057,0.977174684749772,0.529122630087342,1.52782107070362,0.221170104182626,0.6541618764762,1.34637971968674
"ENSRNOG00000047675",0.523384078725392,1.68357225146159,0.907376492981931,0.529122630087342,1.43233225378465,0.663510312547879,0.747613573115658,1.12198309973895
"ENSRNOG00000047686",1.67482905192125,2.78436949280186,0.697981917678409,0.680300524398011,3.43759740908315,2.32228609391758,2.42974411262589,1.51467718464758
"ENSRNOG00000047696",0.942091341705706,1.16555002024264,1.04697287651761,0.83147841870868,0.477444084594882,1.10585052091313,0.186903393278914,2.18786704449094
"ENSRNOG00000047697",1.25612178894094,0.582775010121319,2.58253309541011,1.81413473172803,0,1.43760567718707,1.12142035967349,1.90737126955621
"ENSRNOG00000047699",7.01334665492026,6.28101955352977,2.09394575303523,3.47709156914539,5.2518849305437,3.09638145855677,6.07436028156472,4.43183324396884
"ENSRNOG00000047700",0.209353631490157,0.777033346828425,0.279192767071364,0.226766841466004,0.286466450756929,1.10585052091313,1.02796866303403,0.897586479791157
"ENSRNOG00000047703",1.57015223617618,2.33110004048528,0.628183725910568,2.79679104474738,0.954888169189764,3.20696651064808,1.3083237529524,2.46836281942568
"ENSRNOG00000047706",204.747851597373,161.040161130191,193.829578539294,175.668713188997,215.900215053806,214.645586109239,255.683842005555,149.055454800319
"ENSRNOG00000047708",185.277963868789,132.160421739735,157.045931477642,159.719445339222,184.006950202868,134.029083134672,143.822161128125,128.018271680214
"ENSRNOG00000047712",0.418707262980314,2.78436949280186,0.837578301214091,0.907067365864014,1.6233098876226,3.42813661483071,0.747613573115658,2.74885859436042
"ENSRNOG00000047714",19.3652109128395,16.2529475044946,26.313918296476,24.7931746669497,22.8218272436354,16.1454176053317,17.1016604850207,16.5492507211495
"ENSRNOG00000047727",1.15144497319586,0.647527789023688,0.628183725910568,0.377944735776673,1.81428752146055,1.21643557300445,1.3083237529524,1.51467718464758
"ENSRNOG00000047734",1.04676815745078,0.582775010121319,1.25636745182114,2.11649052034937,2.19624278913646,1.87994588555233,1.68213053951023,1.90737126955621
"ENSRNOG00000047738",0.523384078725392,1.10079724134027,1.81475298596386,1.58736789026202,0,0.663510312547879,0.934516966394572,2.24396619947789
"ENSRNOG00000047739",1.67482905192125,0.453269452316581,1.81475298596386,1.05824526017468,0.286466450756929,1.21643557300445,0.841065269755115,0.729289014830315
"ENSRNOG00000047740",0.523384078725392,2.84912227170423,0.907376492981931,1.13383420733002,0,0.774095364639193,0.6541618764762,1.23418140971284
"ENSRNOG00000047741",5.12916397150884,7.38181679487004,7.04961736855193,8.5415510285528,7.63910535351811,7.63036859430061,9.25171796730626,8.24657578308125
"ENSRNOG00000047745",83.2180685173374,41.6360368342231,166.747880133372,115.575500200506,79.0647404089125,88.0257014646853,48.1276237693205,37.30593806632
"ENSRNOG00000047746",2.72159720937204,6.15151399572503,2.93152405424932,3.93062525207739,3.6285750429211,7.63036859430061,4.95293992189123,3.64644507415158
"ENSRNOG00000047749",0.628060894470471,2.0720889248758,0.558385534142727,1.9653126260387,0,1.10585052091313,1.12142035967349,1.34637971968674
"ENSRNOG00000047752",0,1.68357225146159,1.11677106828545,1.28501210164069,0,1.10585052091313,0.841065269755115,0.785388169817262
"ENSRNOG00000047756",21.5634240434862,15.3464085998614,30.2924152272429,23.3569846709984,19.0022745668763,21.3429150536235,20.7462766539595,13.9125904367629
"ENSRNOG00000047761",15.9108759932519,13.7275891273022,21.4280448727272,15.5713231139989,18.7158081161194,17.9147784387927,18.6903393278914,17.7273329758753
"ENSRNOG00000047765",1.57015223617618,3.9499195130445,2.58253309541011,2.1920794675047,1.33684343686567,3.87047682319596,1.21487205631294,4.37573408898189
"ENSRNOG00000047767",0.628060894470471,2.46060559829001,0.209394575303523,0.83147841870868,0,3.98106187528728,1.12142035967349,3.81474253911242
"ENSRNOG00000047768",27.2159720937204,20.3971253542462,31.9675718296711,24.188463089707,24.0631818635821,36.714237294316,32.1473836439733,26.3105036888783
"ENSRNOG00000047776",1.4654754204311,0.0647527789023688,2.02414756126739,1.88972367888336,0,2.21170104182626,0.467258483197286,3.02935436929515
"ENSRNOG00000047781",119.017539502154,84.2433653519818,145.389633452413,119.279358611118,84.88955824097,65.7981059943314,110.273002034559,73.7142896528488
"ENSRNOG00000047782",3.24498128809743,2.97862782950896,1.60535841066034,1.28501210164069,4.58346321211087,1.87994588555233,3.36426107902046,2.35616450945179
"ENSRNOG00000047783",0.628060894470471,1.55406669365685,1.11677106828545,1.05824526017468,0,3.75989177110465,0.373806786557829,2.46836281942568
"ENSRNOG00000047787",0.732737710215549,1.0360444624379,0.837578301214091,0.529122630087342,1.24135461994669,2.32228609391758,0.6541618764762,1.85127211456926
"ENSRNOG00000047796",1.98885949915649,0.0647527789023688,1.8845511777317,1.28501210164069,2.38722042297441,1.54819072927839,1.40177544959186,2.46836281942568
"ENSRNOG00000047799",4.18707262980314,4.85645841767766,3.69930416369557,3.62826946345606,2.0052651552985,4.42340208365253,6.35471537148309,5.44161803373389
"ENSRNOG00000047800",0.942091341705706,2.33110004048528,1.32616564358898,2.87237999190271,0.668421718432835,2.21170104182626,2.05593732606806,2.30006535446484
"ENSRNOG00000047801",1.36079860468602,1.61881947255922,1.11677106828545,1.88972367888336,0.572932901513858,3.64930671901334,0.560710179836743,1.96347042454316
"ENSRNOG00000047810",1.04676815745078,3.75566117633739,1.25636745182114,2.04090157319403,0.859399352270788,2.65404125019152,2.05593732606806,3.81474253911242
"ENSRNOG00000047816",36.7415623265225,33.4771866925247,31.3393881037606,36.1315167402499,30.3654437802345,28.1991882832849,45.3240728701367,33.5472946821945
"ENSRNOG00000047817",2.51224357788188,4.53269452316581,1.11677106828545,5.21563735371808,3.6285750429211,8.40446395893981,2.52319580926534,4.31963493399494
"ENSRNOG00000047819",0.418707262980314,2.33110004048528,0.76778010944625,2.26766841466004,0,1.87994588555233,1.58867884287077,2.30006535446484
