"","logFC","logCPM","LR","PValue","FDR","ENSEMBL"
"122","-6.5258575"," 2.295928064","191.774960"," 1.302881e-43"," 9.576179e-42","ENSRNOG00000019358"
"123","-6.8845181"," 5.294740378","191.038655"," 1.886333e-43"," 1.379119e-41","ENSRNOG00000062125"
"124","-4.1020185"," 7.476341101","190.848011"," 2.076016e-43"," 1.509810e-41","ENSRNOG00000046727"
"125","-3.5690698"," 7.027237058","190.502066"," 2.470254e-43"," 1.787119e-41","ENSRNOG00000043201"
"126","-3.6681025"," 5.688333525","190.411471"," 2.585332e-43"," 1.860631e-41","ENSRNOG00000051860"
"127","-5.2764782"," 7.106698422","190.233523"," 2.827210e-43"," 2.024165e-41","ENSRNOG00000015354"
"128","-3.3091416"," 3.962061527","190.141529"," 2.961000e-43"," 2.109026e-41","ENSRNOG00000019098"
"129","-6.5230190"," 2.895523421","188.912024"," 5.493082e-43"," 3.892483e-41","ENSRNOG00000040195"
"130","-3.8060426"," 5.307165451","188.378071"," 7.184077e-43"," 5.064774e-41","ENSRNOG00000011071"
"131","-5.0916275"," 5.846357857","187.792189"," 9.644127e-43"," 6.696610e-41","ENSRNOG00000000281"
"132","-5.1300074"," 7.112074992","186.664196"," 1.700193e-42"," 1.168819e-40","ENSRNOG00000042901"
"133","-5.1790887"," 4.920220938","185.783267"," 2.647317e-42"," 1.793168e-40","ENSRNOG00000046007"
"134","-4.0362729"," 6.568887863","185.623629"," 2.868505e-42"," 1.933512e-40","ENSRNOG00000026605"
"135","-3.0806907"," 3.481608035","185.613472"," 2.883188e-42"," 1.933975e-40","ENSRNOG00000007839"
"136","-3.4629140"," 6.720873466","185.234418"," 3.488371e-42"," 2.328614e-40","ENSRNOG00000000777"
"137","-3.4324169"," 5.341394815","185.085258"," 3.759979e-42"," 2.497855e-40","ENSRNOG00000011451"
"138","-2.9132608"," 5.214922279","184.388544"," 5.336853e-42"," 3.528452e-40","ENSRNOG00000015054"
"139","-5.9946422"," 2.726939141","183.198269"," 9.708262e-42"," 6.327772e-40","ENSRNOG00000017311"
"140","-5.0928593"," 3.860104300","183.032506"," 1.055191e-41"," 6.845366e-40","ENSRNOG00000023410"
"141","-5.3905206"," 3.905974505","182.957553"," 1.095708e-41"," 7.074997e-40","ENSRNOG00000034139"
"142","-4.7831394"," 3.170990587","181.966465"," 1.803324e-41"," 1.158992e-39","ENSRNOG00000009239"
"143","-3.7130095"," 4.622406560","181.862002"," 1.900558e-41"," 1.215829e-39","ENSRNOG00000006082"
"144","-4.7106318"," 3.507903409","180.352571"," 4.059197e-41"," 2.561187e-39","ENSRNOG00000014739"
"145","-2.6163127"," 6.288912439","179.888213"," 5.126584e-41"," 3.219961e-39","ENSRNOG00000030391"
"146","-3.6630899"," 4.578684636","179.655754"," 5.762137e-41"," 3.602770e-39","ENSRNOG00000027520"
"147","-5.0132007"," 2.342554889","179.229235"," 7.140218e-41"," 4.404622e-39","ENSRNOG00000010325"
"148","-4.8341878"," 2.619049634","178.375782"," 1.096634e-40"," 6.675458e-39","ENSRNOG00000056184"
"149","-7.1134423"," 8.675315886","178.247876"," 1.169473e-40"," 7.087622e-39","ENSRNOG00000050232"
"150","-2.8394092"," 6.471041744","177.784443"," 1.476327e-40"," 8.869517e-39","ENSRNOG00000021240"
"151","-4.0446023"," 2.969872478","177.398702"," 1.792304e-40"," 1.067502e-38","ENSRNOG00000018778"
"152","-2.3682869"," 4.615833402","177.370186"," 1.818186e-40"," 1.078270e-38","ENSRNOG00000001653"
"153","-3.7253538"," 4.434274308","177.097006"," 2.085882e-40"," 1.231740e-38","ENSRNOG00000019982"
"154","-6.8146427"," 6.709736655","175.874879"," 3.856189e-40"," 2.267439e-38","ENSRNOG00000018287"
"155","-6.4815722"," 3.215438168","175.811496"," 3.981064e-40"," 2.321111e-38","ENSRNOG00000007229"
"156","-2.4784100"," 5.184055298","175.680809"," 4.251449e-40"," 2.468341e-38","ENSRNOG00000012262"
"157","-3.2369869"," 3.645368978","174.651109"," 7.135033e-40"," 4.125183e-38","ENSRNOG00000001621"
"158","-7.1337452","10.283283985","174.513239"," 7.647220e-40"," 4.402887e-38","ENSRNOG00000045799"
"159","-3.5287926"," 6.011464830","171.713409"," 3.125731e-39"," 1.777422e-37","ENSRNOG00000019080"
"160","-4.3461443"," 8.617948153","169.605604"," 9.022089e-39"," 5.067773e-37","ENSRNOG00000013736"
"161","-2.7907243"," 6.368975909","168.289029"," 1.749324e-38"," 9.746841e-37","ENSRNOG00000020562"
"162","-7.0272768"," 7.645265483","167.613440"," 2.457175e-38"," 1.358130e-36","ENSRNOG00000047843"
"163","-4.8814769"," 2.093752663","167.036664"," 3.284137e-38"," 1.800802e-36","ENSRNOG00000004932"
"164","-2.8563603"," 4.840917735","166.763858"," 3.767134e-38"," 2.057481e-36","ENSRNOG00000000565"
"165","-4.8734652"," 3.090791216","166.482797"," 4.339150e-38"," 2.360566e-36","ENSRNOG00000016769"
"166","-7.1799937"," 1.209934910","165.837573"," 6.002700e-38"," 3.240051e-36","ENSRNOG00000025444"
"167","-5.2014884"," 4.335422338","165.682091"," 6.490982e-38"," 3.489976e-36","ENSRNOG00000001216"
"168","-2.8191745"," 3.690685750","164.761018"," 1.031610e-37"," 5.525109e-36","ENSRNOG00000050636"
"169","-4.2014366"," 8.121809535","164.519188"," 1.165047e-37"," 6.215681e-36","ENSRNOG00000021924"
"170","-2.4850160"," 4.093739323","164.371001"," 1.255206e-37"," 6.645378e-36","ENSRNOG00000050949"
"171","-4.8920190"," 4.790315433","163.685233"," 1.772249e-37"," 9.311384e-36","ENSRNOG00000023068"
"172","-3.9702685"," 5.397522710","163.293783"," 2.157947e-37"," 1.125227e-35","ENSRNOG00000007700"
"173","-3.7835416"," 8.878454053","161.667960"," 4.889120e-37"," 2.511445e-35","ENSRNOG00000010635"
"174","-2.7303862"," 4.389388250","161.586540"," 5.093529e-37"," 2.606755e-35","ENSRNOG00000039745"
"175","-2.9713685"," 5.713423723","160.944639"," 7.034932e-37"," 3.560758e-35","ENSRNOG00000011781"
"176","-3.5540073"," 3.935222113","160.080899"," 1.086358e-36"," 5.478573e-35","ENSRNOG00000009440"
"177","-3.0209289"," 3.160885255","159.881296"," 1.201113e-36"," 6.035265e-35","ENSRNOG00000006893"
"178","-3.7492221"," 5.653767757","159.418291"," 1.516164e-36"," 7.590709e-35","ENSRNOG00000020578"
"179","-2.9376300"," 3.812488079","159.384256"," 1.542349e-36"," 7.693925e-35","ENSRNOG00000053406"
